key,title,doi,status,abstract_preview
NU8EFHUG,SiP‐system in package design and simulation: Mentor EE flow advanced design guide,10.1002/9781119045991.ch17,no_pdf,
WHHZFBC5,Adaptive synthesis using hybrid genetic algorithm and particle swarm optimization for reflectionless filter with lumped elements,10.1109/TMTT.2023.3276212,no_pdf,
EFQQBDKF,A comprehensive review of machine learning approaches for semiconductor device modeling and simulation,10.1109/access.2025.3605856,no_pdf,
ICKXJRA7,Automated neural-network-based model generation algorithms for microwave applications,10.1109/mmm.2024.3486596,no_pdf,
2UKQS26I,Multimodal issues and key technologies in ocean observation data: A review,10.1109/jstars.2025.3591424,no_pdf,
BF6XM4WU,Physics-informed neural networks for control of single-phase flow systems governed by partial differential equations,10.2139/ssrn.5177265,no_pdf,
XHXLDDWM,A diffusion model for multi-layered metasurface unit cell synthesis,10.1109/ojap.2023.3292149,no_pdf,
HVUCJ2YR,Radio‐frequency integrated‐circuit engineering,10.1002/9781118999745.ch8,no_pdf,
523WB77C,A novel deep-Q-network-based fine-tuning approach for planar bandpass filter design,10.1109/lmwc.2021.3062874,no_pdf,
KBZWE6X5,Lene wacher lentz: Secret police investigations on the internet lene WacherLentzSecret police investigations on the InternetOriginal title: politiets hemmelige efterforskning på internettetArticle based PhD dissertationAalborg Universitetsforlag978-87-7210-556-7https://vbn.aau.dk/ws/portalfiles/portal/317174975/PHD_Lene_Wacher_Lentz_E_pdf.pdf: original title: politiets hemmelige efterforskning på internettet. Article based PhD dissertation,10.18261/njsp.10.1.6,no_pdf,
Y4PUBS2I,Comparative study of surrogate modeling methods for signal integrity and microwave circuit applications,10.1109/tcpmt.2021.3098666,no_pdf,
2Z7XJI8U,A comprehensive review on next-generation modeling and optimization for semiconductor devices,10.1109/access.2025.3587721,no_pdf,
ZNTTQXXD,Bayesian updating using multi-fidelity active learning kriging models,10.2139/ssrn.5497569,no_pdf,
NHBY73M7,Performance trends of on-chip spiral inductors for rfics,10.2528/pier03062303,no_pdf,
NZ6RVA2M,"Advancements in speech recognition: A systematic review of deep learning transformer models, trends, innovations, and future directions",10.1109/access.2025.3550855,no_pdf,
ZEL2KPZ6,AI-enabled RF-to-terahertz chip design beyond human intuition [invited],10.1364/ao.568476,no_pdf,
FUFELYDB,Solid-state circuits directions technical committee launches “think impact with ICs” workshop series and “impact community projects” in partnership with EPICS in IEEE [society news],10.1109/mssc.2024.3378188,no_pdf,
L5CCVH9B,Progression of motivation models in exercise science: Where we have been and where we are heading,10.1002/9781119568124.ch44,no_pdf,
XC5LQ6ZH,RF microelectronics,,no_pdf,
6WBFNMM9,Design of analog CMOS integrated circuits,,no_pdf,
4NUTEDJH,Analog design essentials,,no_pdf,
JYS7R9PG,Rapid multi-objective inverse design of antenna via deep neural network surrogate-driven evolutionary optimization,10.36227/techrxiv.171742511.11489750/v1,no_pdf,
BEPTBLSP,Design and modeling of compact on-chip transformer/balun using multi-level metal windings for RF integrated circuits,10.1109/rfic.2001.935655,no_pdf,
QTD2FDXX,Multisensor diffusion-driven optical image translation for large-scale applications,10.1109/jstars.2024.3506032,no_pdf,
XDERT677,"Data-driven robust topology optimization using surrogate modeling, model reduction, and machine learning",10.1016/j.engappai.2025.113136,no_pdf,
T8BV5SAD,Adaptive impedance-matching techniques for ControllingLNetworks,10.1109/tcsi.2009.2023764,no_pdf,
UJ77TTT4,Application of machine learning in the design of electromagnetic structures,10.54337/aau770648027,no_pdf,
NQK672DT,Analysis and design of on-chip spiral inductors and transformers for silicon RF integrated circuits,10.14711/thesis-b612525,no_pdf,
YD32XTSY,On-chip spiral inductors with patterned ground shields for si-based RF ICs,10.1109/4.668989,no_pdf,
UCYV8P49,Inverse design of on-chip interconnect via transfer learning-based deep neural networks,10.1109/tcpmt.2023.3290413,no_pdf,
P8ENHEY3,Solution of integral equations by physics-informed neural networks for electromagnetic scattering,10.36227/techrxiv.171502840.07574149/v1,no_pdf,
R4P2HYWA,Multiphysics parametric modeling of microwave components using combined neural networks and transfer function,10.1109/access.2019.2963409,no_pdf,
UHKCBJRH,A millimeter-wave four-way doherty power amplifier with over-GHz modulation bandwidth,10.1109/jssc.2024.3453321,no_pdf,
33V6TF6C,A millimeter-wave three-way doherty power amplifier for 5G NR OFDM,10.1109/JSSC.2023.3238766,no_pdf,
P847AD5R,PatternPaint: Practical layout pattern generation using diffusion-based inpainting,10.1109/dac63849.2025.11132857,no_pdf,
HURIYU3C,Using drawing to diagnose children's scientific concept learning a study based on several preferences of children's scientific drawing,10.31234/osf.io/umxfb,no_pdf,
DD2ABY3H,A reconfigurable linear RF analog processor for realizing microwave artificial neural network,10.1109/TMTT.2023.3293054,no_pdf,
XGLQ4EKS,Bayesian active learning for optimization and uncertainty quantification in protein docking,10.1021/acs.jctc.0c00476.s001,no_pdf,
T7VM648A,MacroSimGNN: Efficient and accurate prediction of macromolecule pairwise similarity via a graph neural network,10.1021/acs.macromol.5c03015.s001,no_pdf,
8KYNDHCQ,Global sensitivity analysis and uncertainty quantification of crude distillation unit using surrogate model based on gaussian process regression,10.1021/acs.iecr.7b05173.s001,no_pdf,
IBE77NYN,ASPDAC 2025: Invited paper,,no_pdf,
HA4WTDXT,ASP-DAC 2005 technical program committee,10.1109/aspdac.2005.1466103,no_pdf,
CFQ3IQ67,Best paper award candidates asia and south pacific design automation conference 1995 (ASP-DAC '95),10.1109/aspdac.1995.486190,no_pdf,
KRNHXHDL,https://publ.icgbio.ru/wp-content/uploads/2024/09/BGRSSB_2024_Abstracts-137-140.pdf,10.18699/bgrs2024-1.2-05,no_pdf,
KV3U7KPC,Machine learning and statistical modeling,10.1007/1-4020-8035-2_3,no_pdf,
WNRZSWJB,无标题,,no_pdf,
E9LAI5Y7,无标题,,no_pdf,
EK8AVMU5,无标题,,no_pdf,
S3MK4WP3,无标题,,no_pdf,
RNWQFVUJ,无标题,,no_pdf,
KKPQRCN5,无标题,,no_pdf,
UUI9C5KE,无标题,,no_pdf,
MYXXVQ4V,无标题,,no_pdf,
P5Q438Y5,无标题,,no_pdf,
I9ZPVTLA,无标题,,no_pdf,
ZGHNIU2B,无标题,,no_pdf,
GE3UQJ57,无标题,,no_pdf,
74SN3PHD,无标题,,no_pdf,
D527QHJA,无标题,,no_pdf,
52KQ8V9L,无标题,,no_pdf,
2WHSP2WD,无标题,,no_pdf,
UQA2QUD8,无标题,,no_pdf,
D63VCTYT,无标题,,no_pdf,
2NT64LR4,无标题,,no_pdf,
L7EHAQ8R,无标题,,no_pdf,
W7PTQR8Y,无标题,,no_pdf,
MNAWPXN6,无标题,,no_pdf,
XKYGCJH5,无标题,,no_pdf,
SDGZD9HE,无标题,,no_pdf,
FDNGZ54R,无标题,,no_pdf,
9U8VZEYN,无标题,,no_pdf,
KB6ZLGNA,无标题,,no_pdf,
YUK9GJ2S,无标题,,no_pdf,
WI6PFBCJ,无标题,,no_pdf,
IFTCHZ7X,无标题,,no_pdf,
6H3UFNHK,无标题,,no_pdf,
4BRYQRV9,无标题,,no_pdf,
L679NFCJ,无标题,,no_pdf,
34P9YESD,无标题,,no_pdf,
MXC42NTU,无标题,,no_pdf,
LT6QUA3M,无标题,,no_pdf,
6MA374Z5,无标题,,no_pdf,
A58TEK69,无标题,,no_pdf,
IEDRTGZA,无标题,,no_pdf,
CQWDZUUH,无标题,,no_pdf,
8GVBB4XW,无标题,,no_pdf,
VZ7VEHYT,无标题,,no_pdf,
K3IXMHQW,无标题,,no_pdf,
AJS3RJJZ,无标题,,no_pdf,
C5ZIY7JY,无标题,,no_pdf,
I2GQBCTC,无标题,,no_pdf,
82DUU2SN,无标题,,no_pdf,
G7SAQHUJ,无标题,,no_pdf,
QBM4CE7L,无标题,,no_pdf,
D5RQRP9M,无标题,,no_pdf,
ZFFQZCY6,无标题,,no_pdf,
INJTUMMF,无标题,,no_pdf,
QL9S738M,无标题,,no_pdf,
TQ2PTTHR,无标题,,no_pdf,
YPYURLEX,无标题,,no_pdf,
SNS3FI2C,无标题,,no_pdf,
PW7HPQFI,无标题,,no_pdf,
VWAPJT6Y,无标题,,no_pdf,
JDS6U3D4,无标题,,no_pdf,
PHTMR8Y2,无标题,,no_pdf,
KWVGCLNV,无标题,,no_pdf,
YXTIQGEK,无标题,,no_pdf,
B24ZBUVD,无标题,,no_pdf,
4Y4WWQHA,无标题,,no_pdf,
WFQFJ627,无标题,,no_pdf,
UFLFBSZD,无标题,,no_pdf,
FPUGHDNG,无标题,,no_pdf,
LQCTGSES,无标题,,no_pdf,
9E3Z67PG,无标题,,no_pdf,
YDZ3M6V9,无标题,,no_pdf,
8F56K6GN,无标题,,no_pdf,
KXJDMQWL,无标题,,no_pdf,
H3WKG8K6,无标题,,no_pdf,
SUTY9VSN,无标题,,no_pdf,
U4KMINX6,无标题,,no_pdf,
CWBU8BM5,无标题,,no_pdf,
9FDGP4QD,无标题,,no_pdf,
QYVG3F84,无标题,,no_pdf,
HV8IXIWY,无标题,,no_pdf,
TG4IY3GX,无标题,,no_pdf,
DCBJ6RVU,无标题,,no_pdf,
CD4SR95T,无标题,,no_pdf,
MLD2SNQB,无标题,,no_pdf,
ERYNEUUG,无标题,,no_pdf,
WSVF73R2,无标题,,no_pdf,
A4NZXN37,无标题,,no_pdf,
JLA3LM95,无标题,,no_pdf,
DQBC46S3,无标题,,no_pdf,
REFWN438,无标题,,no_pdf,
IQBC9AS7,无标题,,no_pdf,
NS9LY2RW,无标题,,no_pdf,
AFFGNVCG,无标题,,no_pdf,
75E5H3QS,无标题,,no_pdf,
F84KSBX2,无标题,,no_pdf,
G3VZJ58J,无标题,,no_pdf,
SD7C2GWP,无标题,,no_pdf,
3276M9AQ,无标题,,no_pdf,
L9W9Z8FC,无标题,,no_pdf,
UAHJNUJH,无标题,,no_pdf,
Y6T7FP34,无标题,,no_pdf,
E73T2R5K,无标题,,no_pdf,
WQFPMBWH,无标题,,no_pdf,
VSLHN7CC,无标题,,no_pdf,
ASAT9KQK,无标题,,no_pdf,
ASRVS3KQ,无标题,,no_pdf,
ILKX2WPT,无标题,,no_pdf,
83UCKZMG,无标题,,no_pdf,
PWMT6DE4,无标题,,no_pdf,
HY6W4CDG,无标题,,no_pdf,
2IF9HCD6,无标题,,no_pdf,
VAZCJRHU,无标题,,no_pdf,
LY9M6CPL,无标题,,no_pdf,
VU7SB8W3,无标题,,no_pdf,
WQI2RIFQ,无标题,,no_pdf,
MLVN7XVR,无标题,,no_pdf,
AAR2SVY3,无标题,,no_pdf,
JIGYY7WA,无标题,,no_pdf,
